GENERATION_PROJECT	build_year	gen_capacity_limit_mw	gen_connect_cost_per_mw	gen_dbid	gen_energy_source	gen_fixed_om	gen_forced_outage_rate	gen_full_load_heat_rate	gen_is_baseload	gen_is_cogen	gen_is_variable	gen_load_zone	gen_max_age	gen_min_build_capacity	gen_min_downtime	gen_min_load	gen_min_uptime	gen_overnight_cost	gen_predetermined_cap	gen_ramp	gen_scheduled_outage_rate	gen_tech	gen_unit_size	gen_variable_om	gen_can_provide_cap_reserves
minihidro_valdivia	.	173.8	0	.	Water_Mini	66000	0.03	.	0	0	1	puerto_montt	40	.	.	.	.	3250000	.	.	0.04	mini_hydro	.	3.6	0
minihidro_bueno	.	702.3	0	.	Water_Mini	66000	0.03	.	0	0	1	puerto_montt	40	.	.	.	.	3250000	.	.	0.04	mini_hydro	.	3.6	0
minihidro_puelo	.	185.7	0	.	Water_Mini	66000	0.03	.	0	0	1	puerto_montt	40	.	.	.	.	3250000	.	.	0.04	mini_hydro	.	3.6	0
minihidro_regionlagos	.	164.0	0	.	Water_Mini	66000	0.03	.	0	0	1	puerto_montt	40	.	.	.	.	3250000	.	.	0.04	mini_hydro	.	3.6	0
geothermal_puchuldiza	0	63.0	0	0	Geothermal	0	0.07	.	0	0	0	lagunas	30	0	1	0.0	1	6500000	0	63.0	0.01	GST	63	2.0	1
geothermal_apacheta	0	99.0	0	0	Geothermal	0	0.07	.	0	0	0	crucero_encuentro	30	0	1	0.0	1	5700000	0	99.0	0.01	GST	99	2.0	1
geothermal_el_tatio	0	59.0	0	0	Geothermal	0	0.07	.	0	0	0	crucero_encuentro	30	0	1	0.0	1	6500000	0	59.0	0.01	GST	59	2.0	1
geothermal_la_torta	0	128.0	0	0	Geothermal	0	0.07	.	0	0	0	crucero_encuentro	30	0	1	0.0	1	5700000	0	128.0	0.01	GST	128	2.0	1
geothermal_tinguiririca	0	54.0	0	0	Geothermal	0	0.07	.	0	0	0	itahue	30	0	1	0.0	1	6500000	0	54.0	0.01	GST	54	2.0	1
geothermal_mariposa	0	58.0	0	0	Geothermal	0	0.07	.	0	0	0	ancoa	30	0	1	0.0	1	6500000	0	58.0	0.01	GST	58	2.0	1
geothermal_nv_de_chillan	0	32.0	0	0	Geothermal	0	0.07	.	0	0	0	charrua	30	0	1	0.0	1	6500000	0	32.0	0.01	GST	32	2.0	1
geothermal_tolhuaca	0	70.0	0	0	Geothermal	0	0.07	.	0	0	0	temuco	30	0	1	0.0	1	6500000	0	70.0	0.01	GST	70	2.0	1
geothermal_cordon_caulle	0	97.0	0	0	Geothermal	0	0.07	.	0	0	0	puerto_montt	30	0	1	0.0	1	5700000	0	97.0	0.01	GST	97	2.0	1
